ID,Agglomeration_ID,Name,Country,continent,iso2,iso3,lat,lng,population,Cx,Cy,NBuildings,TotalFootprint,MeanBuildingArea,MedianBuildingArea,VarBuildingArea,MeanDistanceBuildings,WMeanDistanceBuildings,MaxBuildingsDistance,MeanDistanceBuildingsY,WMeanDistanceBuildingsY,MaxBuildingsDistanceY,MeanDistanceBuildingsG,WMeanDistanceBuildingsG,MaxBuildingsDistanceG,Elongation,Sprawl,CentreLon,CentreLat,CentreDensity,NBuildingsCentre1km,TotalFootprintCentre1km,NBuildingsCentre3km,TotalFootprintCentre3km,MeanArea0100m,MeanArea0250m,MeanArea0500m,MeanArea0750m,MeanArea1000m,MeanArea1500m,MeanArea2000m,MeanArea2500m,MeanArea3000m,MeanArea4000m,FootpLargeBuildings050m,FootpLargeBuildings100m,FootpLargeBuildings200m,HullArea,MeanRemoteness,waterTariff15 m3,waterTariff50 m3,waterTariff100 m3,UrbWaterSafelyManaged,UrbWaterPremises,UrbWaterFreeContamination,UrbWaterPiped,UrbLimitedWater(more than 30m),UrbanUnimprovedSanitation,UrbPopwith Water Premises,UrbPopWithPipedWater,MeanCritInf
AGO9000050,5331,Luanda,Angola,Africa,AO,AGO,-8.924,13.385,6979211,13.22341,-8.823057,2787256,142620820.9,51.16889904,28.8202,8590.35022,16.31220921,15.9201752,59.28021643,16.47453439,16.2750645,60.21838673,16.42575676,16.00600326,60.36276072,0.004399094,0.00051735,13.21809852,-8.839280708,4923008003,27261,1180681.813,107217,5323860.569,32.99408516,38.0183436,42.04337751,43.64278416,43.31028988,44.13173676,46.05998434,47.72157397,49.65500405,49.72642862,0.717959816,0.451511195,0.197600608,946.5448158,4.758688121,19.92,58.98,114.78,0,54.73917628,0,59.48237272,9.558837489,6.33215194,3820362.612,4151400.3,0.123238622
BDI9000710,2195,Bujumbura,Burundi,Africa,BI,BDI,-3.472,29.414,1043847,29.365646,-3.392238,455196,22232107.61,48.84073588,26.4446,5480.274641,10.38212666,8.903225541,42.02654095,10.29508432,8.694330241,41.94979451,10.27914197,8.786170044,41.74418944,0.007899112,0.000748719,29.39090702,-3.345926028,4686167713,22933,1117399.36,113890,6234992.51,46.64277785,47.62317696,47.76165332,47.71568087,48.7245175,52.03865673,53.16154949,54.07626942,54.74574159,54.03663236,0.697458927,0.464106813,0.221280486,495.8377309,6.830500636,4.23,25.14,52.41,0,58.46885251,0,90.86749341,8.034462869,12.48594921,610325.3629,948517.6039,0.051516137
BFA9000290,1975,Bobo-Dioulasso,Burkina Faso,Africa,BF,BFA,11.1833,-4.2833,667853,-4.305421,11.182196,429028,18454260.29,43.01411631,24.17285,3472.187594,6.156328871,5.996986357,18.20861341,6.125196837,5.930574315,18.14056426,6.100664575,5.950188309,17.99264025,0.003756414,0.000666927,-4.32003456,11.18174476,3808361631,16535,795238.2465,85079,4259937.802,47.11971983,45.93603631,47.18598474,46.74161983,48.09423928,47.40394937,48.89031198,51.05680772,50.07037932,49.62599073,0.669524796,0.38934562,0.115392081,152.4298014,6.718158985,11.08,NA,NA,0,59.4099852,0,77.57191107,14.10170346,3.216081277,396771.3685,518066.3352,0.049291645
BFA9000343,7156,Ouagadougou,Burkina Faso,Africa,BF,BFA,12.3686,-1.5275,2299007,-1.526417,12.3748,1863006,57864162.26,31.05956838,18.0425,2479.803952,11.20589537,10.49499234,34.27318549,11.30296139,10.67160312,34.73477837,11.24229845,10.53742533,35.83840674,0.003992956,0.00066297,-1.526934589,12.37860382,3792801216,14320,730865.7159,103171,4701333.451,78.15230993,74.65116972,57.64319697,52.6986234,51.03810865,53.41371484,49.67238141,47.39270542,45.56836176,41.54896598,0.526349258,0.310043162,0.098161285,507.1702056,5.393627513,11.08,75.09,196.9,0,59.4099852,0,77.57191107,14.10170346,3.216081277,1365839.718,1783383.666,0.132602715
CAF9000856,1589,Bangui,Central African Republic,Africa,CF,CAF,4.398,18.55,945883,18.558051,4.385985,352707,14714596.97,41.71903866,24.8745,3022.731798,5.309358637,5.567376277,20.10235045,5.358365175,5.633446454,20.46707672,5.343908359,5.604339474,20.13588227,0.004644271,0.00050318,18.53788508,4.374468117,3695339765,17088,682603.8153,125793,4799030.612,47.5583137,42.71260505,40.98095276,40.87390749,39.94638432,38.94367573,38.24639836,38.01757145,38.1502199,39.85100951,0.643293188,0.342572469,0.116492377,116.3549846,3.332438686,5.13,32.64,74.61,11.25368045,11.25368045,39.52201557,31.34300893,35.6621418,39.62098574,106446.6503,296468.1932,0.043218342
CIV9000140,32,Abidjan,Côte d'Ivoire,Africa,CI,CIV,5.368,-3.949,4717347,-4.020657,5.329587,1003254,73831574.21,73.5921055,32.24865,18627.15992,12.31490275,12.52829535,41.19337331,12.28478034,12.48234278,41.2668424,12.21837053,12.38873646,41.37566575,0.004248653,0.000589757,-3.911674773,5.251295261,5279943020,16319,1280559.021,49010,4120693.014,71.77327222,87.3283115,83.36636528,81.86434834,78.47043453,80.69205118,81.71594523,83.73043171,84.0786169,77.70879774,0.833542334,0.680664373,0.396319492,422.1554027,4.080391022,NA,NA,NA,58.77486968,73.1512155,63.78205276,66.29143935,4.215108919,8.934661055,3450796.67,3127197.225,0.161029964
COD9000028,4858,Kinshasa,Congo (Kinshasa),Africa,CD,COD,-4.408,15.293,7270000,15.317455,-4.30072,1487075,69626325.52,46.82099122,26.5991,4914.244721,12.24465514,11.75693295,45.43995838,12.22170013,11.62159088,44.94048412,12.29439224,11.79133971,44.10783694,0.004826098,0.000544287,15.37593464,-4.38406548,4683788079,21016,1063403.998,140762,6537671.97,56.80903632,58.90731729,52.77081546,50.37372288,50.59973344,48.268116,46.66284704,46.65430896,46.44486417,45.85929414,0.688743509,0.411399725,0.166555815,464.6561343,3.718764723,5.21,26.82,62.92,24.15145188,24.15145188,60.02005575,67.41053633,30.37805024,47.33720035,1755810.552,4900745.991,0.136737594
COG9000447,2158,Brazzaville,Congo (Brazzaville),Africa,CG,COG,-4.242,15.263,1588304,15.287819,-4.270639,546096,31916825.13,58.44544755,33.374,5403.283467,8.647186412,8.793114404,39.24350625,8.650165008,8.735567049,39.72445076,8.602914803,8.791893402,39.99857742,0.006156061,0.000464229,15.27970087,-4.220514642,4913605507,18680,1071220.041,112218,6250713.604,61.31686638,58.7696521,58.29681333,59.02571686,57.34582662,54.36690532,54.61774903,55.45291192,55.70152386,56.09565693,0.778788066,0.54240952,0.172492204,244.5540626,3.611586149,8.27,15.87,26.72,58.62640375,69.19041476,58.62640375,76.34176862,10.37996439,0,1098954.125,1212539.365,0.091034254
DZA9000226,631,Algiers,Algeria,Africa,DZ,DZA,36.681,3.036,3886202.077,3.057377,36.775243,1095927,81797134.98,74.63739371,36.2711,14556.61274,19.51889164,19.59197953,65.93905775,19.36620787,19.43304393,65.69978336,19.33044775,19.48679803,65.83412072,0.006461281,0.000879343,3.403204517,36.75345517,3091451064,5676,687485.0148,27724,2697672.389,173.165636,146.9930439,115.7217735,119.3359804,121.1213909,117.5903672,103.7967568,100.5993341,97.30458769,86.12518908,0.835612622,0.660763825,0.361056637,985.8623186,6.899570165,NA,NA,NA,73.1110134,81.24197415,88.63238815,75.38527924,3.61262384,1.68085288,3157227.287,2929624.288,0.1872603
DZA9000314,7110,Oran,Algeria,Africa,DZ,DZA,35.6969,-0.6331,1043423.893,-0.639587,35.698876,237827,16826553.69,70.75123383,35.2638,16092.03823,7.243121015,7.031351284,21.25165715,7.276586831,7.146463778,21.31187335,7.226040131,7.032553781,21.19952915,0.004591347,0.000828364,-0.624679492,35.69431342,2991512212,10404,763238.1337,59315,4206989.466,61.60372115,63.78362037,67.35459887,73.46679851,73.36006668,69.81867537,70.52121789,71.42744325,70.92623225,70.48321623,0.813117986,0.617435759,0.347785964,163.1778016,5.704466767,2,11.74,39.32,73.1110134,81.24197415,88.63238815,75.38527924,3.61262384,1.68085288,847698.1694,786588.0154,0.160376315
DZA9000574,2503,Constantine,Algeria,Africa,DZ,DZA,36.365,6.6147,703927.4417,6.639212,36.356914,131979,10972817.7,83.14063372,44.1702,15940.58557,8.082053016,8.499411671,26.68242586,8.086686742,8.525420627,26.63071619,8.026151098,8.434123849,26.7826638,0.007138569,0.001017229,6.652707343,36.34233858,2383500535,7787,480074.9155,27657,1965142.161,57.61413275,48.77196512,50.78745147,59.20218932,61.65081745,68.61299279,72.6549427,72.56786301,71.05406086,74.43232925,0.862423281,0.688264805,0.381872767,169.7820677,7.320770522,NA,NA,NA,73.1110134,81.24197415,88.63238815,75.38527924,3.61262384,1.68085288,571884.5502,530657.6676,0.124113214
EGY9000011,2320,Cairo,Egypt,Africa,EG,EGY,30.13,31.324,22995802,31.244742,30.044036,3494870,268702403.8,76.88480653,35.22385,18524.16984,36.99767006,34.88534742,116.1743079,36.88983494,34.67848593,115.8789339,36.97083718,34.97724232,115.9086804,0.006280862,0.000989379,31.28601496,30.10254765,4333307305,11082,951190.8651,75601,7168802.83,84.43735514,75.57848807,84.47521108,81.27382534,85.83205785,90.74064991,97.08251012,96.4492692,94.82417997,96.37499942,0.838219015,0.669284198,0.421786409,2576.845567,3.432195117,0.81,5.8,14.58,0,98.37653761,0,98.66789051,0.105783953,0.044126399,22622473.8,22689472.74,0.166193916
EGY9000146,597,Alexandria,Egypt,Africa,EG,EGY,31.125,29.797,6585102,29.900151,31.198284,984035,67196703.92,68.28690435,34.0647,14690.94471,31.91483429,30.24586327,107.2025722,31.86639786,30.57359509,107.0173694,32.02673732,30.47501278,107.4767525,0.011589806,0.001595386,29.76446975,31.09797476,4061316801,9891,1053132.694,48406,4660454.911,92.07680847,98.02939399,99.61519812,109.6947678,106.4738342,105.7333387,100.7252093,96.96753139,96.27845538,95.04867965,0.816333727,0.612926869,0.333326686,782.3868955,6.534153591,19.06,63.55,127.1,0,98.37653761,0,98.66789051,0.105783953,0.044126399,6478195.346,6497381.231,0.120230131
ETH9000261,159,Addis Ababa,Ethiopia,Africa,ET,ETH,8.884,38.773,3711329,38.763636,9.029667,1840785,88958313.21,48.32629188,25.5834,9554.147421,15.9083346,16.07638827,67.26369472,16.28382227,16.41079088,67.2025662,16.03999764,16.21793618,66.53736086,0.006320223,0.00054908,38.67921927,9.06861002,3934465778,19259,906100.762,87170,3886503.74,46.06234143,50.82203661,48.20368187,47.65527869,47.04817291,47.03676069,46.04963168,44.92420388,44.58533601,43.6811491,0.693869288,0.439870686,0.241744465,569.3513573,4.531238395,1.48,7.5,17.82,38.57991993,76.06570577,38.57991993,85.32558702,14.11583747,45.9140579,2823048.597,3166713.255,0.196108482
GAB9000947,5271,Libreville,Gabon,Africa,GA,GAB,0.3903,9.4542,885670,9.455381,0.424604,346044,27831567.11,80.4278274,47.05835,13506.09016,10.19569227,10.59840384,51.77436336,10.52566165,10.70459796,52.34139377,10.44854087,10.76465224,52.22556886,0.008697429,0.000523853,9.459421533,0.393814236,4397458619,14334,976314.6225,81632,6024783.395,68.85326503,69.06135048,64.5467405,64.91539579,68.11180567,70.11622422,72.83970673,74.08324122,73.80418703,74.79885498,0.861410933,0.675343441,0.338846013,264.9177283,8.269956125,12.08,40.28,80.56,0,76.63092078,0,94.4435187,7.462773575,16.80774562,678697.0761,836457.9121,0.058643169
GHA9000354,145,Accra,Ghana,Africa,GH,GHA,5.657,-0.203,4452483,-0.20069,5.554804,2326436,168464070,72.41293978,30.068,13526.3234,21.67216427,21.76964183,80.2014643,21.68206982,21.49476862,79.8241896,21.68176967,21.62586813,80.77459604,0.005476128,0.000621053,-0.038890767,5.691627241,5432369124,13662,993291.5548,69454,5020529.65,97.13432889,89.80097283,84.05565913,77.85773811,72.70469586,65.37691366,66.39700094,70.42422796,72.28568046,74.06014736,0.834685844,0.693331308,0.411617368,1062.120935,5.613759306,NA,NA,NA,62.56317,65.3230452,62.56317,72.76579307,1.574165495,5.847692796,2908497.483,3239884.566,0.164806002
GHA9000400,5112,Kumasi,Ghana,Africa,GH,GHA,6.683,-1.627,2802344,-1.609897,6.699519,770012,73619871.25,95.60873239,40.75095,15473.93143,12.17375194,12.60545887,41.08164707,12.10703747,12.6402783,40.5511384,12.25622072,12.73195807,41.02561345,0.004243217,0.000578713,-1.612767027,6.687455457,3550018208,9465,727918.9133,64999,4504756.433,76.53616224,77.78836255,75.95156006,75.11323492,76.90638281,72.40392575,69.74643255,69.02883081,69.30501135,70.16033899,0.886455251,0.7807877,0.557415549,584.2963747,3.876981963,NA,NA,NA,62.56317,65.3230452,62.56317,72.76579307,1.574165495,5.847692796,1830576.438,2039147.836,0.137334409
GIN9000480,2500,Conakry,Guinea,Africa,GN,GIN,9.5092,-13.7122,2186966,-13.682263,9.533251,789202,49842487.54,63.15555149,30.96125,7496.655856,13.89361876,13.85006022,51.90323637,13.95121394,14.17720692,51.73621644,14.00750515,13.87316766,51.29952973,0.006515377,0.000725097,-13.65273927,9.565538772,4402775567,20660,1096387.276,103917,5903907.684,56.60765556,57.83944353,55.87998182,54.32609703,53.06811598,57.02407304,55.28628821,55.74427755,56.81368481,57.80806527,0.813921448,0.623677574,0.256982188,324.1680833,15.49641241,NA,NA,NA,0,70.43133125,0,47.34909068,6.102359119,3.437085421,1540309.268,1035508.514,0.069241434
KEN9000114,6509,Nairobi,Kenya,Africa,KE,KEN,-1.181,36.813,5877118,36.822033,-1.288026,2097878,112001641.2,53.38806221,26.11655,9903.963724,22.3102217,20.5922829,66.43772999,22.08986382,20.38016846,66.20485658,22.19428585,20.30040932,66.48821182,0.005563493,0.000974408,36.87442239,-1.310943503,4997216961,13015,1100393.062,73436,6558950.153,59.70989695,62.93898635,76.86918941,85.73540343,84.54806471,92.17679491,93.71900443,90.28293943,89.3151881,86.1528187,0.745316432,0.525921143,0.264040556,1488.383364,4.943045373,7.34,27.82,59.78,0,63.03220657,0,60.45499191,3.617562673,14.40274949,3704477.158,3553011.211,0.144860275
KEN9000197,6212,Mombasa,Kenya,Africa,KE,KEN,-4.003,39.693,1257654,39.657254,-4.040853,332877,23588291.92,70.86188568,37.3952,10727.59666,9.796392461,9.520353533,39.11194726,9.828402886,9.562100155,39.26144691,9.830386152,9.373596165,39.12892241,0.007136843,0.0006954,39.66335391,-4.092263546,5828800800,13556,1265853.695,46149,4172508.88,116.777663,97.19605959,98.93687481,99.04664178,93.379588,88.086071,89.31923035,89.82585921,90.41385251,87.89933866,0.825461801,0.637236125,0.325525156,201.8003452,6.365517271,17.94,64.68,138.91,0,63.03220657,0,60.45499191,3.617562673,14.40274949,792727.0672,760314.624,NA
KEN9000624,4903,Kisumu,Kenya,Africa,KE,KEN,0.37,34.764,5040159,34.754064,-0.104713,2890811,106882934.6,36.97333882,24.7186,2174.224217,48.99197722,47.95722517,138.8992299,49.07707559,47.6805089,140.7172936,49.1009642,47.94238109,139.7330925,0.011906678,0.002300678,34.78269233,-0.091492477,3412632974,13156,744989.0403,63523,3747620.414,57.84897706,63.50726407,59.34537357,57.59458345,56.6273214,57.73524988,59.49610096,58.66470902,58.99627558,58.84485926,0.556508472,0.259855969,0.08943382,614.6820914,29.15518813,13.23,49.99,109.73,0,63.03220657,0,60.45499191,3.617562673,14.40274949,3176923.432,3047027.716,0.01722504
LBR9000753,6224,Monrovia,Liberia,Africa,LR,LBR,6.3133,-10.8014,1190635,-10.807427,6.315606,404634,27259101.9,67.36730452,34.0232,9027.804372,10.1057672,10.31451338,38.09413486,10.24520519,10.4430259,37.84209597,10.16258633,10.32057011,37.6562263,0.006466172,0.000706781,-10.8087331,6.31599911,3755373169,10668,704782.5491,28999,1708479.258,71.72520196,67.65427828,66.22205371,70.6048562,66.06510584,59.79638913,57.92378108,57.93631462,58.91510942,61.06450061,0.817804969,0.631946902,0.306785361,246.6967429,9.59529618,NA,NA,NA,0,28.22421073,0,10.35906586,11.61527832,14.16225083,336047.3314,123338.6638,0.032894872
MDG9000316,1235,Antananarivo,Madagascar,Africa,MG,MDG,-18.9333,47.5167,2500317,47.521472,-18.903926,696311,27063808.4,38.8674147,22.0563,5601.480068,8.424955859,8.619004956,35.44600696,8.3130276,8.382026724,35.53481466,8.415239079,8.587187007,35.24029676,0.006038343,0.000529826,47.52739372,-18.90026144,3866377120,19949,925951.0081,146225,5824172.169,31.04858986,39.38946872,41.11303872,44.23899221,46.41591098,42.03906119,42.23591392,41.23714616,39.83020803,39.07417733,0.603616291,0.349944755,0.169752128,344.2662171,4.154735493,NA,NA,NA,41.29074778,41.29074778,55.16587539,65.96929185,7.559895989,29.34756401,1032399.586,1649441.419,0.073868331
MOZ9000645,2478,Maputo,Mozambique,Africa,MZ,MOZ,-25.758,32.592,2607026,32.573368,-25.96887,1626157,57226897.25,35.19149581,20.5324,3508.588374,13.74535925,13.45465191,61.38008146,13.68757385,13.63642911,60.1271919,13.6442785,13.82746647,60.56246528,0.007190719,0.000560073,32.57264603,-25.93720991,3015209248,20064,717789.8118,156181,5260425.867,33.1184834,47.61887573,48.0286073,40.14719816,35.77501056,31.81092254,31.30321758,32.29601218,33.68159934,35.03806138,0.561565738,0.299446037,0.124089444,918.810157,8.295246169,11.05,46.73,97.68,0,64.7113734,0,76.93186882,5.408602764,22.93767949,1687042.329,2005633.822,0.073356339
MRT9000705,6852,Nouakchott,Mauritania,Africa,MR,MRT,18.0858,-15.9785,1060776,-15.96572,18.079224,798517,29420156.79,36.84349462,16.2345,3990.756724,7.365020817,6.852038455,30.69730063,7.407408195,6.93818745,30.15477724,7.385345855,6.883898865,30.74625479,0.005015597,0.00044842,-15.98878611,18.07263774,4354253318,14017,1009086.147,99185,5787529.435,88.31349551,83.57619483,79.64124784,73.13485664,71.99016527,68.29346763,61.27169794,59.27138777,58.35085381,55.9274648,0.660326674,0.453049483,0.14451677,209.6008958,5.018669803,NA,NA,NA,0,84.32551294,0,75.09627433,4.903129666,5.526969449,894504.8031,796603.255,0.083674052
MWI9000775,5275,Lilongwe,Malawi,Africa,MW,MWI,-13.982,33.761,1124965,33.778942,-13.975411,540453,26098386.25,48.28983511,28.5674,6564.265534,9.833079575,9.340418232,32.52198315,9.899771318,9.334168568,32.62273412,9.826652666,9.323113568,32.5336778,0.005641767,0.000801042,33.77970605,-14.01993834,3440977482,17927,749851.7655,76279,3503613.964,50.72171403,43.8653395,42.41264466,41.84460132,41.82806747,42.49457517,44.29896344,45.80385745,45.93156654,47.35914459,0.675041171,0.415536951,0.207337462,277.5451329,6.394226386,16.54,68,141.51,52.37389891,52.37389891,66.54302169,76.58793513,9.993057632,11.83781003,589188.0319,861587.4644,0.073567835
NAM9002093,9001,Windhoek,Namibia,Africa,NM,NAM,-22.57,17.0836,357256,17.084942,-22.570782,862170,43658460.66,50.63787961,23.82945,7876.634515,6.182717438,6.07665775,17.70200416,6.261639466,6.111671956,17.65322723,6.264329583,6.181212845,17.57273212,0.002374287,0.000449844,17.01821514,-22.51107064,8775183163,74562,2120727.945,272361,8075409.261,27.71260892,26.32071366,28.75615349,28.6871447,28.44247666,27.59207036,28.14799561,29.00307839,29.64965344,32.30135303,0.722507821,0.518305658,0.286181423,123.1435151,12.21695335,39.23,174.18,664.85,0,74.87291253,0,97.08345589,2.584213751,8.892958323,267487.9724,346836.4712,0.177479175
NER9000747,6741,Niamey,Niger,Africa,NE,NER,13.515,2.1175,1071481,2.115695,13.510497,578823,24989033.78,43.1721507,20.2435,4163.426403,7.506811628,7.214174299,24.20975516,7.533864709,7.227289897,24.2093274,7.544765754,7.214618849,24.09004879,0.004292009,0.000640923,2.117823361,13.51726832,3526011152,14749,781502.3485,94446,4883813.003,64.35745461,63.61504881,57.81965335,54.38254119,52.98680239,52.20096587,52.78749692,52.5415852,51.71010951,49.28280027,0.715324354,0.462418297,0.146108272,217.2888521,6.135212595,5.88,27.75,70.49,0,66.85200345,0,93.03693365,9.188039636,8.541593093,716306.5151,996873.067,0.081995655
NER9001469,234,Agadez,Niger,Africa,NE,NER,16.9959,7.9828,119502,7.983744,16.975451,102596,2684566.464,26.16638528,13.4362,1339.816607,2.644639948,2.647215666,8.864296794,2.645800582,2.623764547,8.818429225,2.64344032,2.6417761,8.704893184,0.004794597,0.000662844,7.988922005,16.97160359,3136906201,21169,587954.6615,85424,2248171.427,25.61943471,28.2853942,26.97989645,27.17681354,27.77432385,28.52658431,27.34279367,26.68678614,26.31779625,26.10258685,0.51361716,0.247238318,0.0695192,28.10467485,7.431307917,5.88,NA,NA,0,66.85200345,0,93.03693365,9.188039636,8.541593093,79889.48116,111180.9965,0.01543735
NGA9000198,4519,Kano,Nigeria,Africa,NG,NGA,11.998,8.526,3888582,8.543478,12.004196,1268906,55978246.3,44.11536103,25.0315,6269.975359,9.268591092,9.027774714,29.71529819,9.268020874,9.060840237,30.3048264,9.207314448,8.98291381,30.03779284,0.003519779,0.00053186,8.483052623,12.03312286,4629714760,28905,1116692.498,159814,6151667.229,36.54492168,38.11554834,38.90578308,38.80332248,38.63319489,38.57007877,38.32344452,38.16548455,38.4926679,38.4352608,0.640432593,0.402212492,0.185831703,334.8505004,3.579035641,8.61,21.52,39.98,35.73452076,47.55370442,35.73452076,15.48848079,2.923982673,10.74885568,1849164.79,602282.2761,0.126774111
NGA9000202,133,Abuja,Nigeria,Africa,NG,NGA,9.083,7.466,1998816,7.500088,9.061038,862943,64210158.6,74.40834285,36.1807,12527.73789,17.32972506,17.17526439,48.23798134,17.2263591,16.90227525,48.55320674,17.3364592,17.1250171,48.36660396,0.005334973,0.00106943,7.180685844,9.17894222,5093289382,16747,1054986.228,50700,3576078.774,52.16512551,56.26048918,58.31887361,60.62733128,62.99553519,63.06602568,65.0640628,68.60046445,70.5340981,71.40025097,0.843042644,0.663661328,0.390596248,513.521518,11.44304097,7.94,26.48,52.96,35.73452076,47.55370442,35.73452076,15.48848079,2.923982673,10.74885568,950511.0525,309586.2322,0.076613837
NGA9000218,3853,Ibadan,Nigeria,Africa,NG,NGA,7.3964,3.9167,3088477,3.880976,7.388616,914226,96928445.93,106.0224123,83.0393,11482.60977,12.2840401,12.16652723,41.30357356,12.17395967,12.1640264,41.15918133,12.19570392,12.21662681,41.64987422,0.003717979,0.000510774,3.888233741,7.377798665,5308111890,13759,1233471.095,83691,7984365.487,97.41330584,94.83492596,91.00923431,90.21444068,89.64830985,92.0167769,93.51400432,94.16809989,95.40291652,98.29924281,0.923077217,0.814533389,0.410242983,622.7220632,4.022388621,2.58,NA,NA,35.73452076,47.55370442,35.73452076,15.48848079,2.923982673,10.74885568,1468685.224,478358.1668,0.091358172
NGA9002027,5199,Lagos,Nigeria,Africa,NG,NGA,6.668,3.316,11847635,3.369433,6.481701,2363451,229367781.1,97.04782589,54.0919,18116.41745,21.32726623,20.85345955,85.30164601,21.45264814,21.04622971,84.94010995,21.25788048,20.60555032,84.10604047,0.004991558,0.000484626,3.309264872,6.619083986,5723475939,12639,1289195.301,88954,9003926.866,103.079842,106.385941,104.095986,102.3787467,102.0013689,102.612007,101.0421006,100.9713562,101.2200336,102.8247507,0.896404134,0.77330637,0.455233202,1098.254623,4.064694038,8.28,27.6,55.2,35.73452076,47.55370442,35.73452076,15.48848079,2.923982673,10.74885568,5633989.329,1835018.671,0.129379672
NGA9002166,9,Aba,Nigeria,Africa,NG,NGA,5.1167,7.3667,1687158,7.371733,5.112223,342062,29969739.97,87.61493521,54.34445,11598.37428,13.46819996,12.96818628,58.01258612,13.59405009,13.12963332,58.14355523,13.77160978,13.33550131,58.04760415,0.009391299,0.000786168,7.375669558,5.094950997,4134436384,9810,846460.1633,49177,4666864.319,100.6760906,93.11346166,84.72961416,86.01979401,86.28543968,90.08867971,92.98062985,94.49939544,94.89932934,95.97539173,0.881792112,0.712854319,0.369237461,756.9463167,8.024758448,11.21,NA,NA,35.73452076,47.55370442,35.73452076,15.48848079,2.923982673,10.74885568,802306.1284,261315.1427,0.048489542
