ID,Agglomeration_ID,Name,Country,continent,iso2,iso3,lat,lng,population,Cx,Cy,NBuildings,TotalFootprint,MeanBuildingArea,MedianBuildingArea,VarBuildingArea,MeanDistanceBuildings,WMeanDistanceBuildings,MaxBuildingsDistance,MeanDistanceBuildingsY,WMeanDistanceBuildingsY,MaxBuildingsDistanceY,MeanDistanceBuildingsG,WMeanDistanceBuildingsG,MaxBuildingsDistanceG,Elongation,Sprawl,CentreLon,CentreLat,CentreDensity,NBuildingsCentre1km,TotalFootprintCentre1km,NBuildingsCentre3km,TotalFootprintCentre3km,MeanArea0100m,MeanArea0250m,MeanArea0500m,MeanArea0750m,MeanArea1000m,MeanArea1500m,MeanArea2000m,MeanArea2500m,MeanArea3000m,MeanArea4000m,FootpLargeBuildings050m,FootpLargeBuildings100m,FootpLargeBuildings200m,HullArea,MeanRemoteness,waterTariff15 m3,waterTariff50 m3,waterTariff100 m3,UrbWaterSafelyManaged,UrbWaterPremises,UrbWaterFreeContamination,UrbWaterPiped,UrbLimitedWater(more than 30m),UrbanUnimprovedSanitation,UrbPopwith Water Premises,UrbPopWithPipedWater,MeanCritInf
PAK9000022,NA,Karachi,Pakistan,Asia,PK,PAK,24.86,67.01,15738000,67.002087,24.849182,2361521,218571014.6,92.55518567,54.6501,52602.42803,14.50760611,14.81074847,50.3607311,14.54448841,14.39440772,51.21328687,14.57283304,14.52863795,49.94250938,0.003018844,0.000389102,66.99419297,24.9282381,7128995581,24619,1781602.393,192572,14491882.1,230.1298625,140.0304471,92.391688,77.58933649,72.36696831,67.7243407,71.28102881,74.03013372,75.25435733,75.32218549,0.862694765,0.644376726,0.395980326,843.8554332,2.759428003,0.94,0.94,0.94,56.78443854,66.17567659,56.78443854,39.00613012,4.622856175,9.365232957,10414727.98,6138784.758,NA
PHL9000006,NA,Manila,Philippines,Asia,PH,PHL,14.5958,120.9772,24922000,120.983366,14.598171,3628485,311759321.4,85.91996975,47.2776,68222.22593,20.65517461,19.99955487,63.11663897,20.65093019,19.86336009,63.29020103,20.78536331,19.80398298,63.66343131,0.003167956,0.000526943,121.0526683,14.47621289,7195050413,16576,1601397.559,91261,8013734.012,564.1040441,339.1604729,128.0651049,102.719278,96.60940869,97.44900386,94.17228503,90.88976903,87.81115715,88.56355098,0.834155332,0.619143381,0.379270038,963.8142825,2.740282208,4.33,26.33,73.13,61.91422326,91.91110161,61.91422326,81.21474111,1.53484987,1.890554053,22906084.74,20240337.78,0.262911549
PHL9000136,NA,Davao,Philippines,Asia,PH,PHL,7.0667,125.6,1776949,125.607648,7.070148,446908,38781500.31,86.77736873,56.439,58555.60413,9.39545002,9.257949315,29.45239449,9.34276615,8.726311986,29.59014113,9.353729958,8.957161211,29.56643946,0.004191343,0.000662464,125.6212143,7.075278075,6650781349,11600,1311577.675,68495,6962267.694,347.71215,239.2765691,154.4106391,110.2434736,113.0670409,109.3323515,111.5920365,105.2753245,101.6463639,99.8743828,0.858862356,0.591039966,0.318921398,222.8235182,3.706162645,10.32,30.82,73.48,61.91422326,91.91110161,61.91422326,81.21474111,1.53484987,1.890554053,1633213.401,1443144.53,0.080482874
THA9000016,NA,Bangkok,Thailand,Asia,TH,THA,13.7525,100.4942,18007000,100.502114,13.756876,5670084,825443386.9,145.5786875,77.9839,203094.2303,32.52491625,32.71484544,134.2158684,32.54304368,33.43875269,134.0215885,32.65425149,33.69544948,134.2766319,0.004140046,0.000377611,100.562778,13.77390741,6572941405,11056,1477144.003,72401,10537952.33,127.1463234,143.0528709,134.292136,130.6506994,133.6056443,149.3365781,149.2862276,146.4809873,145.5498173,149.2107849,0.932664111,0.820702954,0.575698606,2575.448748,4.060975379,5.79,26.8,59.54,0,100,0,92.50578146,0,0,18007000,16657516.07,NA
VNM9000020,NA,Ho Chi Minh City,Vietnam,Asia,VN,VNM,10.7756,106.7019,15136000,106.696322,10.778004,4541323,454839794.2,100.1557903,50.421,183599.9601,22.51425815,24.01106436,70.29138457,22.53280915,24.47473476,69.87695505,22.36496438,23.37336743,70.68714916,0.002920908,0.000465419,106.8769382,10.93857578,7792012353,16867,1706199.849,90230,10651672.22,116.4938398,95.57294841,84.73038565,90.85201071,101.1560947,105.5867765,106.6943169,117.0408524,118.0502297,112.8174287,0.864424911,0.666028414,0.457372542,1747.929852,3.310971149,3.78,22.05,49.25,75.76801365,99.10160562,75.76801365,85.92295508,0,0.138691443,15000019.03,13005298.48,0.154878635
VNM9000059,NA,Hanoi,Vietnam,Asia,VN,VNM,21.0283,105.8542,8246600,105.836033,21.030436,2373072,200645972.3,84.55115241,49.75685,91292.33564,18.35561678,19.02645236,50.0235733,18.34245713,19.02037098,49.79050649,18.39685844,18.92733739,50.06552024,0.003129712,0.000654497,105.8573496,20.99081374,5735048730,23068,1342123.664,136742,9062116.581,53.55614718,49.26767548,51.28446839,56.62647378,58.18118884,60.50494297,60.24307667,64.42656733,66.27163988,65.85153016,0.830260753,0.568662743,0.35333736,1416.920948,3.193222372,3.99,NA,NA,75.76801365,99.10160562,75.76801365,85.92295508,0,0.138691443,8172513.009,7085722.414,0.12519446
DOM9004415,NA,Santo Domingo,Dominican Republic,Latin America,DO,DOM,18.4764,-69.8933,2581827,-69.884518,18.473583,1228162,116540861.6,94.89046367,64.0794,45805.33135,16.03127764,15.56604345,60.07806304,15.96565971,15.59323852,60.90447618,15.82242056,15.51653676,60.81392861,0.004931985,0.000545433,-69.98082563,18.46911017,6422443127,18490,1562896.034,90572,9995711.283,92.21483579,86.2858753,75.11150487,78.26626048,84.52655675,98.39926078,105.478624,108.717377,110.3620466,109.3679157,0.881730642,0.654356552,0.31245882,687.8747952,7.419025616,NA,NA,NA,46.87828274,97.7804092,46.87828274,83.19655116,0.408604752,1.40177672,2524521.005,2147991.021,NA
ARG9000019,NA,Buenos Aires,Argentina,Latin America,AR,ARG,-34.5997,-58.3819,16710000,-58.389111,-34.609504,7839381,574728814.6,73.31303512,51.0553,30324.06542,30.56233485,29.85813192,109.7393585,30.96966491,31.10623174,109.293624,30.59974576,30.03658464,108.9109914,0.004056728,0.000488696,-58.53103715,-34.58798854,5363619908,14907,1542382.842,130960,10289311.3,168.7613276,136.5873946,114.9933606,106.1019542,103.4670183,87.5297133,81.14182522,79.14907662,78.56835137,76.56242827,0.810912264,0.49904637,0.219431211,2530.566295,4.878581878,11.69,42.72,87.04,0,99.41846336,0,99.06500165,0,0,16612825.23,16553761.78,0.220600967
BOL9004414,NA,La Paz,Bolivia,Latin America,BO,BOL,-16.5,-68.15,2867504,-68.131395,-16.504085,1086073,68134979.89,62.73517516,42.7954,11239.04468,9.002683105,8.901821158,27.86440576,8.899907138,9.048454122,27.82148594,8.973452888,8.88209053,27.41988363,0.002991642,0.00048503,-68.14058479,-16.4978774,7053836505,14753,1757302.483,139030,10730990,196.1938212,130.9599976,132.8208451,131.6603383,119.1149246,87.84646562,79.54158662,78.30005929,77.18470834,72.65783291,0.757966063,0.459629131,0.177939744,303.269136,5.800460903,6.89,32.2,78.24,0,96.4464189,0,85.88127633,0.090883968,0,2765604.92,2462649.034,0.243375247
BRA9000008,NA,Sao Paulo,Brazil,Latin America,BR,BRA,-23.55,-46.6333,23086000,-46.634937,-23.551743,6963555,619789041.4,89.00468818,55.0214,68768.41571,24.86565788,25.12035513,85.07250642,24.79962061,24.9408616,84.51009271,24.82490435,24.73982031,85.42225246,0.003028393,0.000401836,-46.61852573,-23.53789527,6553244814,7870,1696363.307,63558,10645639.19,223.9281437,309.2132283,267.1756891,236.0475668,215.5480695,180.1737989,175.444638,174.7190256,167.4948738,146.9024191,0.852216997,0.615649241,0.336123896,2032.650134,3.683851794,11.42,91.42,229.11,88.85637977,99.82213934,88.85637977,99.82213934,0,5.324805275,23044939.09,23044939.09,0.267584332
BRA9000029,NA,Rio de Janeiro,Brazil,Latin America,BR,BRA,-22.9111,-43.2056,12592000,-43.180365,-22.909313,4225772,366900937.1,86.82459373,62.3321,43682.63879,28.35860327,28.0745252,103.9947807,28.52740686,28.391286,104.2052413,28.57189159,28.34345469,104.473264,0.004811518,0.000555704,-43.12123473,-22.88807262,6093584284,6047,1106432.306,41393,5002507.76,267.9379329,234.1771552,234.2409335,221.8211955,182.9721028,147.1987634,132.6344184,127.1330279,120.853955,110.6796511,0.867267825,0.584071073,0.264124366,1455.209356,6.263517363,11.82,96.89,396.21,88.85637977,99.82213934,88.85637977,99.82213934,0,5.324805275,12569603.79,12569603.79,0.161616413
BRA9000086,NA,Salvador,Brazil,Latin America,BR,BRA,-12.9747,-38.4767,2886698,-38.510074,-12.97291,879854,82217096.84,93.44402235,62.62465,53790.59078,12.24796272,12.53419495,46.9097565,12.21638154,12.339538,46.91094398,12.13833218,12.23248739,46.87082647,0.00458487,0.000485449,-38.48918208,-12.94992566,6974265979,19163,1655014.356,106376,10058777.86,101.1221328,88.61796753,85.95232885,86.75730992,86.3650971,90.8626068,92.7145206,94.03912758,94.55871489,94.68860145,0.875528679,0.611192961,0.326881427,447.2502718,5.819495189,19.74,125.65,335.91,88.85637977,99.82213934,88.85637977,99.82213934,0,5.324805275,2881563.7,2881563.7,NA
BRA9000128,NA,Belo Horizonte,Brazil,Latin America,BR,BRA,-19.9167,-43.9333,5328000,-43.945842,-19.923063,2296323,213913444.4,93.15477152,63.1994,50534.47296,17.97223895,17.50819185,67.06330954,17.8830421,17.48272743,67.45668667,18.02770635,17.48071042,67.10714455,0.004063599,0.000453273,-43.96093278,-19.90823453,5880977240,14084,1465768.523,96753,10742863.41,138.0875096,129.2912533,109.7459142,106.1605699,104.0733118,103.8809784,109.0458032,109.181094,111.033905,111.4744897,0.879095608,0.651866094,0.316256731,1069.252824,5.509480174,16.68,99.34,238.89,88.85637977,99.82213934,88.85637977,99.82213934,0,5.324805275,5318523.584,5318523.584,0.175579974
BRA9000262,NA,Brasilia,Brazil,Latin America,BR,BRA,-15.7939,-47.8828,3039444,-47.882575,-15.79346,1402636,158739068.9,113.1719626,75.3747,46493.37209,25.41961918,24.18332894,75.27370353,25.52635414,24.50867428,76.37739571,25.55692842,24.51493888,75.53682301,0.00529476,0.000937805,-47.76967428,-15.74935604,7049246951,15282,1389849.421,37187,3888619.438,84.94717277,88.93482491,91.96923409,91.39444353,90.94682772,92.56977718,97.51631482,101.1710313,104.5693236,106.0681805,0.914803774,0.727405246,0.417687913,1053.57665,12.48165067,15.66,129.52,372.46,88.85637977,99.82213934,88.85637977,99.82213934,0,5.324805275,3034038.025,3034038.025,0.140939968
COL9000064,NA,Bogota,Colombia,Latin America,CO,COL,4.7111,-74.0722,7968095,-74.076102,4.597901,1275641,159841855,125.3031653,67.3696,194059.1218,13.06927657,14.00483434,48.42327609,13.03388112,14.60471646,47.86627483,13.03489398,14.35177233,48.22863983,0.003394328,0.000384029,-74.32630831,4.777264795,8009727462,911,1049268.65,7111,3638008.536,2983.742086,2842.6,2154.302669,1536.513976,1151.776784,716.8412763,614.3492545,530.7135388,511.6029442,525.3211987,0.913319513,0.716229995,0.508271831,550.229257,4.489594702,13.61,40.72,79.45,81.22431443,99.60634701,91.56,94.85836716,0.081920675,0.438343503,7936728.356,7558404.811,0.209977457
COL9000329,NA,Medellin,Colombia,Latin America,CO,COL,6.2308,-75.5906,2529403,-75.567845,6.251887,595789,57527412.05,96.5566871,57.1687,58944.24163,8.691084446,8.740602322,29.94402881,8.642998383,9.040193148,29.83715842,8.657999531,8.570610589,30.01475972,0.003498789,0.000457784,-75.58099372,6.289800368,6669852455,19445,1469447.36,95644,8208525.067,59.85748061,68.87560161,70.10960677,73.52944278,75.5694194,80.22248165,83.95893063,86.95810139,85.82373245,83.00423558,0.869999916,0.64395609,0.398949339,232.2990724,4.361523061,18.73,57.36,112.54,81.22431443,99.60634701,91.56,94.85836716,0.081920675,0.438343503,2519445.929,2399350.385,0.15488361
COL9000339,NA,Cali,Colombia,Latin America,CO,COL,3.4206,-76.5222,2471474,-76.531654,3.454379,490234,52772825.96,107.6482373,65.4459,79991.799,7.691322421,7.753258511,31.15081034,7.631588944,7.568065081,30.8254659,7.653654325,7.679460803,30.82661177,0.003800223,0.000359822,-76.52482749,3.454029405,7499181731,6711,1541593.502,70744,10466538.78,203.9458366,211.7444349,247.6688172,252.6896584,229.7114442,204.8598862,180.7930381,160.8599107,147.9494909,130.664367,0.901059758,0.686579435,0.417612949,218.6670431,4.370942803,10.42,30.6,59.43,81.22431443,99.60634701,91.56,94.85836716,0.081920675,0.438343503,2461744.969,2344399.881,0.156287257
CRI9004418,NA,San Jose,Costa Rica,Latin America,CR,CRI,9.9325,-84.08,1543000,-84.079156,9.933145,1000411,123604920,123.5541392,78.5527,94979.31698,14.27183923,13.97516871,51.05029966,14.27439801,13.93188259,51.19329785,14.27447773,13.86244923,50.9971084,0.004069353,0.000493973,-84.08236044,9.933764815,7599662518,5932,1668777.707,68245,11365958.89,447.0546214,472.0338956,470.2055324,344.6387601,281.3178872,216.4359835,186.4382048,174.7186661,166.5463975,148.6264265,0.923964079,0.771273619,0.4702114,603.0658233,7.610276696,34.3,111.51,231.43,80.38785,99.42368286,96.37303583,100,0.150347143,0.757264385,1534107.427,1543000,0.174023203
ECU9000294,NA,Guayaquil,Ecuador,Latin America,EC,ECU,-2.19,-79.8875,2723665,-79.884976,-2.194852,938390,96974325.44,103.3411752,73.19965,69666.86835,11.6856535,11.15910339,38.42503464,11.73857801,11.25505814,38.00334401,11.69665749,11.12837139,38.17333638,0.003458046,0.000496733,-79.9084769,-2.23239193,7501730181,14538,1558140.676,116358,12059927.8,95.04107454,101.7115051,102.7060606,107.6827515,107.1770998,107.4412515,102.5911219,104.1605865,103.6450249,102.4277098,0.908045043,0.666650383,0.341763478,421.6299304,7.356890566,14.25,35.05,80.33,74.65207,100,74.65207,100,0,0,2723665,2723665,0.115502003
ECU9000410,NA,Quito,Ecuador,Latin America,EC,ECU,-0.22,-78.5125,2011388,-78.514987,-0.221358,1318288,116653879,88.48891817,54.1722,63239.13525,15.83889573,16.19549079,53.78657055,16.02387069,16.65876331,53.50174511,15.94094893,16.62029215,53.57434905,0.004413358,0.00059441,-78.51229834,-0.218255149,7227353436,13358,1581913.367,82101,7246375.183,359.6780937,225.0981996,161.0466099,139.0428917,118.4244173,98.84316222,92.076214,90.3919156,88.26171646,84.40806653,0.861220782,0.640979069,0.336443984,774.8095091,7.713988492,8.54,35.88,71.88,74.65207,100,74.65207,100,0,0,2011388,2011388,0.164214962
GTM9000274,NA,Guatemala City,Guatemala,Latin America,GT,GTM,14.6099,-90.5252,2934841,-90.51394,14.641789,1267100,116910681.1,92.26634135,54.3276,75877.19481,13.39415415,12.37373169,55.18213019,13.36982118,12.6759459,55.12204405,13.22399975,13.04986058,55.24064199,0.004522893,0.000413871,-90.51139873,14.64648914,7790023048,8827,1819109.217,86630,10104923.78,346.8622219,323.5766752,299.398336,245.5466866,206.0846513,160.8912116,140.1737959,121.9129756,116.644624,109.2126411,0.858552082,0.627896858,0.377430123,691.0734464,6.300738829,6.55,19.38,60.26,65.54417034,94.94683195,68.12489614,88.77032836,0.277443253,7.980541263,2786538.552,2605267.993,0.107166178
HND9000473,NA,Tegucigalpa,Honduras,Latin America,HN,HND,14.1,-87.2167,1682725,-87.205185,14.103884,440406,34871110.87,79.17946365,52.77005,25775.05718,6.393386865,6.005509492,23.9786682,6.369609948,6.001963664,23.63789514,6.389972251,6.168850358,23.6409586,0.003598629,0.000397341,-87.22317728,14.10099498,6207829381,20267,1428556.734,112343,8905889.384,80.32102212,67.43642386,70.17743924,70.36419207,70.48683742,73.65239698,79.85771855,79.62983757,79.27409259,78.73644789,0.832159691,0.55205769,0.276923682,211.5771355,5.396837652,NA,NA,NA,78.43548,96.66247031,78.43548,95.83171601,0.783506344,2.077771383,1626563.554,1612584.243,0.081922131
HTI9004421,NA,Port-au-Prince,Haiti,Latin America,HT,HTI,18.5333,-72.3333,987310,-72.335196,18.540879,958149,64856234.47,67.6890906,41.167,13818.89043,11.32834826,10.50510637,39.35334104,11.28012899,10.65138421,39.44817479,11.21409134,10.47863274,39.43484488,0.004330626,0.00055736,-72.32530818,18.54991161,6586905720,22409,1511918.785,121166,9549643.912,52.73416921,61.69547162,63.99160626,65.70553079,67.46926612,73.26026792,79.70949762,80.5615934,78.81455121,73.1878521,0.778123981,0.539882368,0.259477788,385.8246269,6.426632321,NA,NA,NA,0,8.130145384,0,15.31841574,7.227673879,9.030587202,80269.73839,151240.2504,0.099288163
MEX9000010,NA,Mexico City,Mexico,Latin America,MX,MEX,19.4333,-99.1333,21804000,-99.133377,19.432273,7374899,562573060.8,76.28213767,48.1351,74171.1403,24.15740315,23.89256861,74.00188349,24.1074372,23.80132944,73.37908679,23.99099408,23.08901304,74.11044078,0.00276502,0.000457644,-99.13021903,19.43836337,7429596175,9521,1782561.493,99253,11865811.32,216.7680534,297.8035061,268.5775615,223.6937828,187.2241879,155.4433585,145.1565455,133.5053731,119.5511603,107.9217635,0.81738234,0.546054666,0.281682658,1867.671439,3.608683733,13.37,84.89,312.09,0,98.35408949,0,99.07582225,0,0,21445125.67,21602492.28,0.202807454
MEX9000115,NA,Guadalajara,Mexico,Latin America,MX,MEX,20.6767,-103.3475,5525000,-103.34696,20.676609,2519585,212555101.9,84.36115549,48.8819,94558.88616,15.03367105,15.75130896,51.62323104,14.95630357,15.72772379,51.53126657,14.9620602,16.72659577,51.68725758,0.00313801,0.000413342,-103.3647996,20.68495011,6732204247,19030,1647946.97,119377,11779484.67,87.31670609,82.48625724,83.18728822,81.79488005,86.59731843,93.03303756,99.04696192,99.90932048,98.67465819,93.67217486,0.841281992,0.603699707,0.356660017,947.7024838,4.879098521,11.71,48.68,108.78,0,98.35408949,0,99.07582225,0,0,5434063.444,5473939.179,0.131002739
MEX9000127,NA,Monterrey,Mexico,Latin America,MX,MEX,25.6667,-100.3,5341171,-100.309994,25.668764,2354828,238197538.4,101.1528393,63.55995,189219.1413,18.23394121,16.99934885,60.48587991,18.23619512,17.95738166,60.457276,18.35159866,17.54794784,60.51273916,0.003473204,0.000490228,-100.3055066,25.71020244,5842039464,3085,1254315.869,54000,10331555.19,968.6930353,1037.322293,408.1878579,399.0801197,406.5853709,311.3161167,272.4467609,221.6906811,191.3250962,155.7996484,0.890757977,0.63604071,0.375135911,1038.146586,7.637385497,9,84.09,274.81,0,98.35408949,0,99.07582225,0,0,5253260.105,5291809.086,0.123962434
MEX9000152,NA,Puebla,Mexico,Latin America,MX,MEX,19.0333,-98.1833,1576259,-98.198547,19.044369,1931811,156871984.5,81.20462326,50.3783,56240.23571,19.20594388,18.43186864,61.41323591,19.15233964,17.72414176,61.14406032,19.08222596,18.21271752,61.60173474,0.004345445,0.00066008,-98.19988327,19.04780986,7863136456,8024,1774525.444,97550,12353411.12,277.8919236,339.5947787,288.1040534,256.817982,221.1522238,171.1775454,148.4060864,136.2396135,126.6367106,116.7854417,0.834779688,0.591967442,0.302666431,982.6505145,10.27193649,5.8,42.18,94.14,0,98.35408949,0,99.07582225,0,0,1550315.187,1561691.565,0.167285353
MEX9000295,NA,Merida,Mexico,Latin America,MX,MEX,20.97,-89.62,892363,-89.623728,20.967167,975119,78841770.15,80.85348572,53.0959,34723.41056,9.646872004,9.391491818,35.05272851,9.642790444,9.14856033,34.89739272,9.638772183,9.343935374,35.03352252,0.003498554,0.00041156,-89.62267826,20.96428956,6452698083,13018,1552344.283,121353,11038186.87,143.3846701,172.7025214,161.9989509,135.7270645,119.2459889,101.1219303,92.69179488,91.24907253,90.95932416,89.97944577,0.838498123,0.584196404,0.27071056,485.6346485,6.387351846,3.98,7.95,23.81,0,98.35408949,0,99.07582225,0,0,877675.5036,884115.9797,0.131446959
MEX9000331,NA,Queretaro,Mexico,Latin America,MX,MEX,20.5875,-100.3928,801940,-100.389739,20.59312,851824,75228503.8,88.31460936,47.58285,170184.1765,11.9034447,13.68276883,43.38146116,11.89289093,13.81786397,43.23711572,11.91027049,12.25846092,43.52776315,0.004432593,0.000518334,-100.3940584,20.59359718,5999189390,17951,1462251.807,111822,9604954.605,106.217263,108.5050171,93.1344799,83.41375616,81.45795818,80.789738,81.62422373,85.84644971,85.89503501,82.86410673,0.84903346,0.626171061,0.396277108,629.3828691,8.823320571,13.19,81.24,212.82,0,98.35408949,0,99.07582225,0,0,788740.7853,794528.649,0.145383839
MEX9002162,NA,Leon,Mexico,Latin America,MX,MEX,21.1167,-101.6833,1579803,-101.682701,21.121925,774163,62900367.59,81.24951411,48.9594,82577.25537,7.916643236,7.899364722,28.09309123,7.887581792,7.744885431,27.82558688,7.845087956,7.7632213,27.76597703,0.003139192,0.000387183,-101.683259,21.12096847,6650306246,20116,1660596.323,160980,12753762.07,274.4996,173.1548269,118.5130888,92.94787663,82.55102023,78.88469307,78.24529366,78.87725694,79.22575517,79.27196958,0.827733569,0.565746014,0.324372282,358.5868515,4.216449951,15.34,84.94,212.74,0,98.35408949,0,99.07582225,0,0,1553800.856,1565202.812,0.119434399
MEX9002243,NA,Cancun,Mexico,Latin America,MX,MEX,21.1606,-86.8475,888797,-86.824175,21.161338,339609,31438960.61,92.57399131,59.3868,49820.043,7.013304535,7.687223397,36.076556,7.048991682,7.591277625,36.34167721,7.025391086,7.931046134,36.44652879,0.005702114,0.000334693,-86.84311273,21.17163424,5212905960,15683,1279272.813,109793,9153265.123,81.69532434,80.06100427,82.58944078,83.07272187,81.57066973,80.91097077,83.56639262,84.13537864,83.36838526,84.193969,0.870279059,0.643258184,0.342396175,208.9666932,5.853352792,17.5,141.89,484.92,0,98.35408949,0,99.07582225,0,0,874168.1968,880582.9359,0.095896241
MEX9002305,NA,Acapulco,Mexico,Latin America,MX,MEX,16.8636,-99.8825,673478,-99.872513,16.859189,379624,29396950.17,77.43701707,53.7369,29712.11805,9.089862354,9.096477468,52.04955733,9.056878221,9.034637523,52.01290271,8.960249148,9.308450893,51.92615007,0.008507674,0.000403001,-99.90690994,16.85406079,5776956337,12762,1229778.919,63876,5515726.041,77.88513239,85.28299895,90.3293888,98.34344934,96.36255439,95.66625909,90.4414759,87.46672246,86.35052353,84.09559436,0.830132169,0.539835056,0.241813514,243.1504812,7.433931699,8.97,41.53,107.5,0,98.35408949,0,99.07582225,0,0,662393.1548,667253.8662,0.059586294
NIC9000744,NA,Managua,Nicaragua,Latin America,NI,NIC,12.1544,-86.2738,1028808,-86.266443,12.129613,502344,45253109.09,90.08390483,56.99385,39654.39631,8.273998071,7.851993746,27.90151307,8.312073753,7.946804389,27.79376592,8.261155033,7.869490733,28.02523824,0.003675771,0.000502041,-86.25877374,12.14760657,6767464471,13333,1420448.818,75757,7805143.034,87.5412507,102.4786585,99.47617216,106.6560019,106.5363247,103.6738865,101.6645173,100.8878024,103.0286711,103.429887,0.863354656,0.632328497,0.347239789,233.4660674,6.880909102,2.92,14.83,52.71,67.30475784,97.17107933,96.24026743,95.48633654,0.107552314,0,999703.8378,982371.0692,0.205285935
PER9004398,NA,Lima,Peru,Latin America,PE,PER,-12.06,-77.0375,10320000,-77.03058,-12.046023,1568712,186210219.4,118.7026168,76.1336,90611.11555,14.19994316,13.67557723,43.67519462,14.22744588,13.88802352,43.71033666,14.24918128,13.41427994,43.52761914,0.002836469,0.00046569,-77.01990317,-12.11289983,7321569911,7862,1605771.013,65740,10030843.26,274.1296046,274.8140766,246.847122,226.5086746,204.2445959,183.7792949,170.2555927,160.5047308,152.5835604,145.5816643,0.918977679,0.745179426,0.439000242,529.8578883,3.190385775,10.58,38.02,142.59,59.82331253,90.04753152,59.82331253,95.21669462,0.499606694,4.88510088,9292905.253,9826362.885,0.285494117
PRY9001375,NA,Asuncion,Paraguay,Latin America,PY,PRY,-25.3,-57.6333,524190,-57.63491,-25.282896,1296577,109643401,84.56374054,54.8291,29670.2936,12.94884898,12.301598,39.06586776,12.9207684,12.52151601,39.03579427,12.99965136,12.37239862,38.94712404,0.003306368,0.000564201,-57.62337525,-25.29931501,5278270266,14240,1332197.676,106810,9941042.015,187.9953126,123.3197159,97.71991829,90.92979393,93.55320761,92.68758901,95.13834993,92.92469168,93.07220311,95.05968736,0.850341282,0.613039568,0.299929503,769.9998324,18.95034971,6.11,20.87,44.34,72.20647696,99.02281618,72.20647696,100,0.113251464,0,519067.7001,524190,0.108875085
SLV9004426,NA,San Salvador,El Salvador,Latin America,SV,SLV,13.6989,-89.1914,567698,-89.19158,13.698074,538505,49762112.62,92.40789337,52.1626,45399.8077,8.451574702,8.315830513,30.99931304,8.417499567,8.366719126,30.95238546,8.418879475,8.305641649,30.99212815,0.003894463,0.000449608,-89.1943156,13.69716768,6397357844,9015,1422889.689,92357,10082553.83,192.0234771,215.5884434,217.3518758,181.8810914,157.8357946,135.8855443,122.2290786,114.4730021,109.1693519,101.796219,0.854731538,0.64060232,0.408711307,203.1404686,8.189632501,19.74,125.65,335.91,78.5708604,97.023492,99.42444444,95.86966296,0,0,550800.4236,544250.1592,0.103841854
